chip_start_seconds	        chip_end_seconds	        sensor_platform
2018-10-05 08:46:01.664000	2018-10-05 08:46:11.648000	adeon_en626_chb.amar493.4
2018-10-05 08:45:43.104000	2018-10-05 08:45:53.088000	adeon_en626_chb.amar493.4
2018-10-05 08:45:34.720000	2018-10-05 08:45:44.704000	adeon_en626_chb.amar493.4
2018-10-05 08:45:01.440000	2018-10-05 08:45:11.424000	adeon_en626_chb.amar493.4
2018-10-05 08:44:57.344000	2018-10-05 08:45:07.328000	adeon_en626_chb.amar493.4
2018-10-05 08:46:08.576000	2018-10-05 08:46:18.560000	adeon_en626_chb.amar493.4
2018-10-05 08:46:09.792000	2018-10-05 08:46:19.776000	adeon_en626_chb.amar493.4
2018-10-05 08:46:04.864000	2018-10-05 08:46:14.848000	adeon_en626_chb.amar493.4
2018-10-05 08:45:21.536000	2018-10-05 08:45:31.520000	adeon_en626_chb.amar493.4
2018-10-05 08:45:32.032000	2018-10-05 08:45:42.016000	adeon_en626_chb.amar493.4
2018-10-05 08:44:55.552000	2018-10-05 08:45:05.536000	adeon_en626_chb.amar493.4
2018-06-24 10:03:11.744000	2018-06-24 10:03:21.728000	adeon_en626_chb.amar493.4
2018-10-26 20:04:26.496000	2018-10-26 20:04:34.880000	adeon_en626_chb.amar493.4
2018-10-26 20:03:39.776000	2018-10-26 20:03:49.760000	adeon_en626_chb.amar493.4
2018-10-26 20:03:53.216000	2018-10-26 20:04:03.200000	adeon_en626_chb.amar493.4
2018-10-26 20:03:29.472000	2018-10-26 20:03:39.456000	adeon_en626_chb.amar493.4
2018-10-26 20:03:44	2018-10-26 20:03:53.984000	adeon_en626_chb.amar493.4
2018-07-09 00:33:12.448000	2018-07-09 00:33:22.432000	adeon_en626_chb.amar493.4
2018-07-09 00:33:16.352000	2018-07-09 00:33:26.336000	adeon_en626_chb.amar493.4
2018-07-09 00:32:38.784000	2018-07-09 00:32:48.768000	adeon_en626_chb.amar493.4
2018-09-23 17:00:03.840000	2018-09-23 17:00:13.824000	adeon_en626_chb.amar493.4
2018-02-20 08:23:06.624000	2018-02-20 08:23:16.608000	HAT-AMAR509.3.8000.M36-V35-100
2018-06-12 10:22:00.160000	2018-06-12 10:22:10.144000	HAT-AMAR509.9.375000.M36-V35-100
2018-06-15 23:00:51.264000	2018-06-15 23:01:01.248000	adeon_en626_chb.amar493.4
2018-06-15 23:00:47.040000	2018-06-15 23:00:57.024000	adeon_en626_chb.amar493.4
2018-06-15 23:03:00.672000	2018-06-15 23:03:10.656000	adeon_en626_chb.amar493.4
2018-06-15 23:03:28.640000	2018-06-15 23:03:38.624000	adeon_en626_chb.amar493.4
2018-06-15 23:03:03.552000	2018-06-15 23:03:13.536000	adeon_en626_chb.amar493.4
2018-06-15 23:00:58.560000	2018-06-15 23:01:08.544000	adeon_en626_chb.amar493.4
2018-06-15 23:00:56.512000	2018-06-15 23:01:06.496000	adeon_en626_chb.amar493.4
2018-06-15 23:03:27.360000	2018-06-15 23:03:37.344000	adeon_en626_chb.amar493.4
2018-07-13 02:41:58.592000	2018-07-13 02:42:08.576000	adeon_en626_chb.amar493.4
2018-07-13 02:42:03.200000	2018-07-13 02:42:13.184000	adeon_en626_chb.amar493.4
2018-07-13 02:41:55.904000	2018-07-13 02:42:05.888000	adeon_en626_chb.amar493.4
2018-07-13 02:42:03.008000	2018-07-13 02:42:12.992000	adeon_en626_chb.amar493.4
2018-07-13 02:49:39.904000	2018-07-13 02:49:49.888000	adeon_en626_chb.amar493.4
2018-07-13 02:42:04.032000	2018-07-13 02:42:14.016000	adeon_en626_chb.amar493.4
2018-06-24 12:37:07.072000	2018-06-24 12:37:17.056000	adeon_en626_chb.amar493.4
2018-06-24 12:29:48.224000	2018-06-24 12:29:58.208000	adeon_en626_chb.amar493.4
2018-06-24 12:37:32.288000	2018-06-24 12:37:42.272000	adeon_en626_chb.amar493.4
2018-06-24 12:34:33.216000	2018-06-24 12:34:43.200000	adeon_en626_chb.amar493.4
2018-06-24 12:34:45.248000	2018-06-24 12:34:55.232000	adeon_en626_chb.amar493.4
2018-06-24 12:35:10.912000	2018-06-24 12:35:20.896000	adeon_en626_chb.amar493.4
2018-06-24 12:35:28.896000	2018-06-24 12:35:38.880000	adeon_en626_chb.amar493.4
2018-06-24 12:35:04.832000	2018-06-24 12:35:14.816000	adeon_en626_chb.amar493.4
2018-06-24 12:34:48.192000	2018-06-24 12:34:58.176000	adeon_en626_chb.amar493.4
2018-06-24 12:35:17.824000	2018-06-24 12:35:27.808000	adeon_en626_chb.amar493.4
2018-06-24 12:35:13.536000	2018-06-24 12:35:23.520000	adeon_en626_chb.amar493.4
2018-06-24 12:34:38.784000	2018-06-24 12:34:48.768000	adeon_en626_chb.amar493.4
2018-06-24 12:19:56.352000	2018-06-24 12:20:06.336000	adeon_en626_chb.amar493.4
2018-06-24 12:35:34.848000	2018-06-24 12:35:44.832000	adeon_en626_chb.amar493.4
2018-06-24 12:25:59.744000	2018-06-24 12:26:09.728000	adeon_en626_chb.amar493.4
2018-06-24 12:27:57.056000	2018-06-24 12:28:07.040000	adeon_en626_chb.amar493.4
2018-06-24 12:19:52.384000	2018-06-24 12:20:02.368000	adeon_en626_chb.amar493.4
2018-06-24 12:27:20.768000	2018-06-24 12:27:30.752000	adeon_en626_chb.amar493.4
2018-06-24 12:35:03.808000	2018-06-24 12:35:13.792000	adeon_en626_chb.amar493.4
2018-06-24 12:21:06.176000	2018-06-24 12:21:16.160000	adeon_en626_chb.amar493.4
2018-06-24 12:35:01.248000	2018-06-24 12:35:11.232000	adeon_en626_chb.amar493.4
2018-06-24 12:37:26.656000	2018-06-24 12:37:36.640000	adeon_en626_chb.amar493.4
2018-06-24 12:25:43.360000	2018-06-24 12:25:53.344000	adeon_en626_chb.amar493.4
2018-06-24 12:34:48.320000	2018-06-24 12:34:58.304000	adeon_en626_chb.amar493.4
2018-06-24 12:19:56.608000	2018-06-24 12:20:06.592000	adeon_en626_chb.amar493.4
2018-06-24 12:36:49.984000	2018-06-24 12:36:59.968000	adeon_en626_chb.amar493.4
2018-06-24 12:34:45.248000	2018-06-24 12:34:55.232000	adeon_en626_chb.amar493.4
2018-06-24 12:34:39.680000	2018-06-24 12:34:49.664000	adeon_en626_chb.amar493.4
2018-06-24 12:21:34.016000	2018-06-24 12:21:44	adeon_en626_chb.amar493.4
2018-06-24 12:25:24.416000	2018-06-24 12:25:34.400000	adeon_en626_chb.amar493.4
2018-06-24 12:26:16.768000	2018-06-24 12:26:26.752000	adeon_en626_chb.amar493.4
2018-06-24 12:37:36.896000	2018-06-24 12:37:46.880000	adeon_en626_chb.amar493.4
2018-06-24 12:36:03.648000	2018-06-24 12:36:13.632000	adeon_en626_chb.amar493.4
2018-06-24 12:34:31.808000	2018-06-24 12:34:41.792000	adeon_en626_chb.amar493.4
2018-06-24 12:28:57.024000	2018-06-24 12:29:07.008000	adeon_en626_chb.amar493.4
2018-06-24 12:38:28.736000	2018-06-24 12:38:34.880000	adeon_en626_chb.amar493.4
2018-06-24 12:36:16.448000	2018-06-24 12:36:26.432000	adeon_en626_chb.amar493.4
2018-06-24 12:35:19.936000	2018-06-24 12:35:29.920000	adeon_en626_chb.amar493.4
2018-06-24 12:25:31.584000	2018-06-24 12:25:41.568000	adeon_en626_chb.amar493.4
2018-06-24 12:24:56.640000	2018-06-24 12:25:06.624000	adeon_en626_chb.amar493.4
2018-06-24 12:29:21.728000	2018-06-24 12:29:31.712000	adeon_en626_chb.amar493.4
2018-06-24 12:19:58.208000	2018-06-24 12:20:08.192000	adeon_en626_chb.amar493.4
2018-06-24 12:20:00.832000	2018-06-24 12:20:10.816000	adeon_en626_chb.amar493.4
2018-06-24 12:20:13.760000	2018-06-24 12:20:23.744000	adeon_en626_chb.amar493.4
2018-06-24 12:20:08.704000	2018-06-24 12:20:18.688000	adeon_en626_chb.amar493.4
2018-06-24 12:21:58.208000	2018-06-24 12:22:08.192000	adeon_en626_chb.amar493.4
2018-06-24 12:21:34.016000	2018-06-24 12:21:44	adeon_en626_chb.amar493.4
2018-06-24 12:20:08.512000	2018-06-24 12:20:18.496000	adeon_en626_chb.amar493.4
2018-06-24 12:19:36.064000	2018-06-24 12:19:44.640000	adeon_en626_chb.amar493.4
2018-06-24 12:30:35.072000	2018-06-24 12:30:45.056000	adeon_en626_chb.amar493.4
2018-06-24 12:22:05.440000	2018-06-24 12:22:15.424000	adeon_en626_chb.amar493.4
2018-06-24 12:22:35.968000	2018-06-24 12:22:45.952000	adeon_en626_chb.amar493.4
2018-06-24 12:23:47.072000	2018-06-24 12:23:57.056000	adeon_en626_chb.amar493.4
2018-06-24 12:20:00.448000	2018-06-24 12:20:10.432000	adeon_en626_chb.amar493.4
2018-06-24 12:21:05.472000	2018-06-24 12:21:15.456000	adeon_en626_chb.amar493.4
2018-06-24 12:28:55.360000	2018-06-24 12:29:05.344000	adeon_en626_chb.amar493.4
2018-06-24 12:24:47.872000	2018-06-24 12:24:57.856000	adeon_en626_chb.amar493.4
2018-06-24 12:21:56.352000	2018-06-24 12:22:06.336000	adeon_en626_chb.amar493.4
2018-06-24 12:20:13.632000	2018-06-24 12:20:23.616000	adeon_en626_chb.amar493.4
2018-06-24 12:25:07.712000	2018-06-24 12:25:17.696000	adeon_en626_chb.amar493.4
2018-06-24 12:30:57.664000	2018-06-24 12:31:07.648000	adeon_en626_chb.amar493.4
2018-06-24 12:22:59.520000	2018-06-24 12:23:09.504000	adeon_en626_chb.amar493.4
2018-06-24 12:22:16.704000	2018-06-24 12:22:26.688000	adeon_en626_chb.amar493.4
2018-06-24 12:34:55.488000	2018-06-24 12:35:05.472000	adeon_en626_chb.amar493.4
2018-06-24 12:22:06.592000	2018-06-24 12:22:16.576000	adeon_en626_chb.amar493.4
2018-06-24 12:35:12.640000	2018-06-24 12:35:22.624000	adeon_en626_chb.amar493.4
2018-06-24 12:23:50.016000	2018-06-24 12:24:00	adeon_en626_chb.amar493.4
2018-06-24 12:28:03.712000	2018-06-24 12:28:13.696000	adeon_en626_chb.amar493.4
2018-06-24 12:35:03.424000	2018-06-24 12:35:13.408000	adeon_en626_chb.amar493.4
2018-06-24 12:28:06.592000	2018-06-24 12:28:16.576000	adeon_en626_chb.amar493.4
2018-06-24 12:35:10.528000	2018-06-24 12:35:20.512000	adeon_en626_chb.amar493.4
2018-06-24 12:25:07.520000	2018-06-24 12:25:17.504000	adeon_en626_chb.amar493.4
2018-06-24 12:24:51.456000	2018-06-24 12:25:01.440000	adeon_en626_chb.amar493.4
2018-06-24 12:19:58.784000	2018-06-24 12:20:08.768000	adeon_en626_chb.amar493.4
2018-06-24 12:19:40.736000	2018-06-24 12:19:50.720000	adeon_en626_chb.amar493.4
2018-06-24 12:29:00.928000	2018-06-24 12:29:10.912000	adeon_en626_chb.amar493.4
2018-06-24 12:19:57.952000	2018-06-24 12:20:07.936000	adeon_en626_chb.amar493.4
2018-06-24 12:25:42.912000	2018-06-24 12:25:52.896000	adeon_en626_chb.amar493.4
2018-06-24 12:21:02.912000	2018-06-24 12:21:12.896000	adeon_en626_chb.amar493.4
2018-06-24 12:22:58.880000	2018-06-24 12:23:08.864000	adeon_en626_chb.amar493.4
2018-06-24 12:22:16.960000	2018-06-24 12:22:26.944000	adeon_en626_chb.amar493.4
2018-06-24 12:19:50.720000	2018-06-24 12:20:00.704000	adeon_en626_chb.amar493.4
2018-06-24 12:19:36.064000	2018-06-24 12:19:44.512000	adeon_en626_chb.amar493.4
2018-06-24 12:32:56.512000	2018-06-24 12:33:06.496000	adeon_en626_chb.amar493.4
2018-06-24 12:22:34.624000	2018-06-24 12:22:44.608000	adeon_en626_chb.amar493.4
2018-06-24 12:22:35.904000	2018-06-24 12:22:45.888000	adeon_en626_chb.amar493.4
2018-06-24 12:19:36.064000	2018-06-24 12:19:44.448000	adeon_en626_chb.amar493.4
2018-06-24 12:24:36.096000	2018-06-24 12:24:46.080000	adeon_en626_chb.amar493.4
2018-06-24 12:23:01.056000	2018-06-24 12:23:11.040000	adeon_en626_chb.amar493.4
2018-06-24 12:23:36.320000	2018-06-24 12:23:46.304000	adeon_en626_chb.amar493.4
2018-06-24 12:21:35.168000	2018-06-24 12:21:45.152000	adeon_en626_chb.amar493.4
2018-06-24 12:29:13.536000	2018-06-24 12:29:23.520000	adeon_en626_chb.amar493.4
2018-06-24 12:35:22.496000	2018-06-24 12:35:32.480000	adeon_en626_chb.amar493.4
2018-06-24 12:24:09.600000	2018-06-24 12:24:19.584000	adeon_en626_chb.amar493.4
2018-06-24 12:29:02.528000	2018-06-24 12:29:12.512000	adeon_en626_chb.amar493.4
2018-06-24 12:22:29.440000	2018-06-24 12:22:39.424000	adeon_en626_chb.amar493.4
2018-06-24 12:21:52.384000	2018-06-24 12:22:02.368000	adeon_en626_chb.amar493.4
2018-06-24 12:23:00.736000	2018-06-24 12:23:10.720000	adeon_en626_chb.amar493.4
2018-06-24 12:35:24.416000	2018-06-24 12:35:34.400000	adeon_en626_chb.amar493.4
2018-06-24 12:23:04.064000	2018-06-24 12:23:14.048000	adeon_en626_chb.amar493.4
2018-06-24 12:22:53.632000	2018-06-24 12:23:03.616000	adeon_en626_chb.amar493.4
2018-06-24 12:25:59.232000	2018-06-24 12:26:09.216000	adeon_en626_chb.amar493.4
2018-06-24 12:21:35.232000	2018-06-24 12:21:45.216000	adeon_en626_chb.amar493.4
2018-06-24 12:26:16.512000	2018-06-24 12:26:26.496000	adeon_en626_chb.amar493.4
2018-06-24 12:25:52.064000	2018-06-24 12:26:02.048000	adeon_en626_chb.amar493.4
2018-06-24 12:38:24.192000	2018-06-24 12:38:34.176000	adeon_en626_chb.amar493.4
2018-06-24 12:37:04.640000	2018-06-24 12:37:14.624000	adeon_en626_chb.amar493.4
2018-06-24 12:23:57.568000	2018-06-24 12:24:07.552000	adeon_en626_chb.amar493.4
2018-06-24 12:22:35.456000	2018-06-24 12:22:45.440000	adeon_en626_chb.amar493.4
2018-06-24 12:21:03.552000	2018-06-24 12:21:13.536000	adeon_en626_chb.amar493.4
2018-06-24 12:25:23.904000	2018-06-24 12:25:33.888000	adeon_en626_chb.amar493.4
2018-06-24 12:23:27.488000	2018-06-24 12:23:37.472000	adeon_en626_chb.amar493.4
2018-06-24 12:20:50.752000	2018-06-24 12:21:00.736000	adeon_en626_chb.amar493.4
2018-06-24 12:34:58.048000	2018-06-24 12:35:08.032000	adeon_en626_chb.amar493.4
2018-06-24 12:19:56.224000	2018-06-24 12:20:06.208000	adeon_en626_chb.amar493.4
2018-08-28 03:38:15.936000	2018-08-28 03:38:25.920000	adeon_en626_chb.amar493.4
2018-08-28 03:38:14.272000	2018-08-28 03:38:24.256000	adeon_en626_chb.amar493.4
2018-08-28 03:37:24.096000	2018-08-28 03:37:34.080000	adeon_en626_chb.amar493.4
2018-08-28 03:26:46.208000	2018-08-28 03:26:56.192000	adeon_en626_chb.amar493.4
2018-08-28 03:37:01.440000	2018-08-28 03:37:11.424000	adeon_en626_chb.amar493.4
2018-08-28 03:27:31.776000	2018-08-28 03:27:41.760000	adeon_en626_chb.amar493.4
2018-08-28 03:37:16.544000	2018-08-28 03:37:26.528000	adeon_en626_chb.amar493.4
2018-08-28 03:30:09.088000	2018-08-28 03:30:19.072000	adeon_en626_chb.amar493.4
2018-08-28 03:38:12.736000	2018-08-28 03:38:22.720000	adeon_en626_chb.amar493.4
2018-08-28 03:27:07.584000	2018-08-28 03:27:17.568000	adeon_en626_chb.amar493.4
2018-08-28 03:26:51.968000	2018-08-28 03:27:01.952000	adeon_en626_chb.amar493.4
2018-06-24 10:00:47.168000	2018-06-24 10:00:57.152000	adeon_en626_chb.amar493.4
2018-06-24 10:00:48.192000	2018-06-24 10:00:58.176000	adeon_en626_chb.amar493.4
2018-06-24 10:00:49.472000	2018-06-24 10:00:59.456000	adeon_en626_chb.amar493.4
2018-09-07 06:56:32.512000	2018-09-07 06:56:42.496000	adeon_en626_chb.amar493.4
2018-09-07 06:57:45.984000	2018-09-07 06:57:55.968000	adeon_en626_chb.amar493.4
2018-09-07 06:57:11.744000	2018-09-07 06:57:21.728000	adeon_en626_chb.amar493.4
2018-09-07 06:50:42.048000	2018-09-07 06:50:52.032000	adeon_en626_chb.amar493.4
2018-09-07 06:56:56.384000	2018-09-07 06:57:06.368000	adeon_en626_chb.amar493.4
2018-09-07 06:57:01.504000	2018-09-07 06:57:11.488000	adeon_en626_chb.amar493.4
2018-09-07 06:57:21.088000	2018-09-07 06:57:31.072000	adeon_en626_chb.amar493.4
2018-07-09 00:30:03.968000	2018-07-09 00:30:13.952000	adeon_en626_chb.amar493.4
2018-09-20 04:02:22.784000	2018-09-20 04:02:32.768000	adeon_en626_chb.amar493.4
